Snapshot_Month,Pipeline_Deal_ID,Deal_Name,Customer_Name,Deal_Value, License_ACV ,Implementation_Value,Logo_Type,Deal_Stage,Current_Stage,Probability,Expected_Close_Date,Region,Vertical,Segment,Product_Sub_Category,Sales_Rep
8/1/2024,3.08E+11,ProgressResidential_MidEnt_S2P,"Progress Residential, LLC","$132,000 ","$66,000 ","$66,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,11/22/2024,North America,Other Services,,,Sneha Dolare
8/1/2024,3.08E+11,ZOETIS S2C,Zoetis Ireland Limited,"$85,500 ","$55,500 ","$30,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),15%,11/30/2024,Europe,Life Sciences,,,Sam Zaki
8/1/2024,3.08E+11,Hero MotoCorp Ltd._MidEnt_S2P +Projects + Should cost,Hero Motocorp Ltd,"$396,900 ","$189,000 ","$207,900 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,8/14/2024,APAC,Automotive and Industrial,,,Rajat Vij
8/1/2024,3.08E+11,Piramal_S2P,Piramal Enterprises Limited,"$504,000 ","$180,000 ","$324,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,8/14/2024,APAC,Life Sciences,,,Jithesh Karat
8/1/2024,3.08E+11,PT. Bridgestone Tire Indonesia_P2P,PT Bridgestone Tire Indonesia,"$300,000 ","$120,000 ","$180,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 4: Short-List (Software Sales Opportunity),50%,9/30/2024,APAC,Automotive and Industrial,,,Sardali Mudiastono
8/1/2024,3.08E+11,APi Group S2C + P2O,"APi Group, Inc.","$1,398,000 ","$384,000 ","$1,014,000 ",Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,11/28/2024,North America,Other Services,,,Uday Singh
8/1/2024,3.08E+11,Deepak Fertilizers_Should Cost,Deepak Fertilisers & Petrochemicals Corporation Ltd,"$60,000 ","$30,000 ","$30,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,10/1/2024,APAC,Chemicals/Oil/Gas/Resources,,,Amit Bhatia
8/1/2024,3.08E+11,Coursera Inc_P2P_Mid Ent,Coursera Inc.,"$60,000 ","$30,000 ","$30,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/28/2024,North America,Automotive and Industrial,,,Sneha Dolare
8/1/2024,3.08E+11,Nagase America_MidEnt_S2P,Nagase America LLC,"$81,000 ","$28,500 ","$52,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,12/9/2024,North America,Chemicals/Oil/Gas/Resources,,,Prasangika Rai
8/1/2024,3.08E+11,AltaGas_S2O,AltaGas Ltd,"$113,263 ","$113,263 ",$0 ,New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,8/30/2024,North America,Chemicals/Oil/Gas/Resources,,,Jack Keogh
8/1/2024,3.08E+11,"Vista Print_MidEnt_Supplier, CLM & P2P",Vista Enterprise,"$225,000 ","$108,000 ","$117,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,9/30/2024,North America,CPG & Retail,,,Abhishek Garde
8/1/2024,3.08E+11,Roche - ESG GEP Green Software,Roche Holding AG,"$54,000 ","$54,000 ",$0 ,Cross Sell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,9/30/2024,Europe,Life Sciences,,,Aavni Piparsania
8/1/2024,3.08E+11,CORBION P2P + SOURCING,Corbion N.V.,"$63,750 ","$27,000 ","$36,750 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,10/31/2024,Europe,CPG & Retail,,,Bernard Remacle
8/1/2024,3.08E+11,Fisher & Paykel_P2P (Global),Fisher & Paykel Appliances Holdings Ltd,"$73,800 ","$26,700 ","$47,100 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,APAC,Automotive and Industrial,,,Joel Davis
8/1/2024,3.08E+11,Cadila Pharmaceutical_MidEnt_S2P,Cadila Pharmaceuticals Limited,"$54,000 ","$24,750 ","$29,250 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),30%,11/21/2024,APAC,Automotive and Industrial,,,Rajat Vij
8/1/2024,3.08E+11,Viva Aerobus Software Sourcing,"Grupo Viva Aerobús, S.A. de C.V.","$45,038 ","$22,538 ","$22,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),30%,9/27/2024,LATAM,Other Services,,,Luis Patino
8/1/2024,3.08E+11,Expro_Spend & Sourcing,Expro Holdings US Inc,"$30,000 ","$22,500 ","$7,500 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/12/2024,North America,Chemicals/Oil/Gas/Resources,,,Jack Keogh
8/1/2024,3.08E+11,Pertamina 2024_Licenses_Phase 4,PT Pertamina Gas,"$75,000 ","$75,000 ",$0 ,Cross Sell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,9/26/2024,APAC,Chemicals/Oil/Gas/Resources,,,Muralidhar Narayana
8/1/2024,3.08E+11,The Coventry Group_MidEnt_AP+Payments+CLM,The Coventry Group Inc,"$45,000 ","$22,500 ","$22,500 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,10/21/2024,North America,BFSI,,,Prasangika Rai
8/1/2024,3.08E+11,Spend Analytics_PPG,"PPG Industries, Inc.","$30,000 ","$22,500 ","$7,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),30%,10/25/2024,North America,Chemicals/Oil/Gas/Resources,,,Brian Bergersen
8/1/2024,3.08E+11,Topsoe_P2P,Haldor Topsoe Holding A/S,"$52,500 ","$22,500 ","$30,000 ",Cross Sell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,12/20/2024,Europe,BFSI,,,Stephan Hesselgren
8/1/2024,3.08E+11,Spirit Energy Norway Sval Energi_S2C,Spirit Energy Norway,"$60,000 ","$22,500 ","$37,500 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/27/2024,Europe,Chemicals/Oil/Gas/Resources,,,Stephan Hesselgren
8/1/2024,3.08E+11,Spark New Zealand Ltd_Procurement Management System,Spark New Zealand Ltd,"$49,500 ","$22,500 ","$27,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),30%,12/31/2024,APAC,Telecom/Media/Tech,,,Joel Davis
8/1/2024,3.08E+11,MBSB S2C Bank - Ariba SNAP Replacement,MBSB Bank Berhad,"$44,850 ","$22,350 ","$22,500 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/27/2024,APAC,BFSI,,,Franic Seah
8/1/2024,3.08E+11,Burmeister & Wain_S2C,Burmeister & Wain Scandinavian Contractor A/S,"$194,400 ","$86,400 ","$108,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,9/6/2024,Europe,Other Services,,,Stephan Hesselgren
8/1/2024,3.08E+11,NEPI - S2C,NEPI ROCKCASTLE N.V.,"$210,090 ","$84,090 ","$126,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/19/2024,Europe,Other Services,,,Bernard Remacle
8/1/2024,3.08E+11,Kenanga Investment Bank Berhad_MidEnt_ S2C+Projects,Kenanga Investment Bank Berhad,"$39,000 ","$19,500 ","$19,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/19/2024,APAC,BFSI,,,Rajat Vij
8/1/2024,3.08E+11,Whole Foods_Spend & Projects,"Whole Foods Market, Inc.","$97,800 ","$76,800 ","$21,000 ",New Logo,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),70%,9/30/2024,North America,CPG & Retail,,,Jack Keogh
8/1/2024,3.08E+11,Invio Automation_MidEnt_P2P,Invio Automation,"$43,500 ","$18,000 ","$25,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,10/16/2024,North America,Automotive and Industrial,,,Prasangika Rai
8/1/2024,3.08E+11,Linde India_MidEnt_S2P,Linde India Limited,"$540,000 ","$270,000 ","$270,000 ",New Logo,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),70%,9/30/2024,APAC,Chemicals/Oil/Gas/Resources,,,Jithesh Karat
8/1/2024,3.08E+11,Citi – license upsell,Citigroup Inc.,"$75,000 ","$75,000 ",$0 ,Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/15/2024,North America,BFSI,,,Krishna Prasad Jayarajan
8/1/2024,3.08E+11,Lotuss-TH-Spend Analysis,EK-CHAI DISTRIBUTION SYSTEM COMPANY LIMITED,"$30,000 ","$15,000 ","$15,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/27/2024,APAC,CPG & Retail,,,Aerene Aphiwatudomkun
8/1/2024,3.08E+11,BCBS Association Quantum Migration,The Blue Cross Blue Shield Association,"$36,750 ","$14,250 ","$22,500 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/21/2024,North America,BFSI,,,Uday Singh
8/1/2024,3.08E+11,BCBSA upgrade,The Blue Cross Blue Shield Association,"$198,000 ","$85,500 ","$112,500 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,12/1/2024,North America,BFSI,,,Mayur Jain
8/1/2024,3.08E+11,Carrier Refigeration_MidEnt_Czech Republic,Carrier Refrigeration Operation Czech Republic s.r.o.,"$21,450 ","$13,500 ","$7,950 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/18/2024,Europe,Automotive and Industrial,,,Rajat Vij
8/1/2024,3.08E+11,Rohit Group of Companies_S2C_MidEnt,Rohit Group of Companies,"$112,800 ","$62,400 ","$50,400 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,9/18/2024,North America,Other Services,,,Sneha Dolare
8/1/2024,3.08E+11,DFI-ADDITIONAL_USERS,DFI Retail Group Holdings Ltd,"$67,500 ","$67,500 ",$0 ,Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,8/23/2024,APAC,CPG & Retail,,,Louie Li
8/1/2024,3.08E+11,Cheniere CR,"Cheniere Energy, Inc.","$112,500 ","$67,500 ","$45,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,8/31/2024,North America,Chemicals/Oil/Gas/Resources,,,Mayur Jain
8/1/2024,3.08E+11,Dyne Therapeutics_MidEnt_Sourcing,"Dyne Therapeutics, Inc.","$18,000 ","$9,750 ","$8,250 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/27/2024,North America,Life Sciences,,,Prasangika Rai
8/1/2024,3.08E+11,American Diabetes Association_MidEnt_Sourcing+CLM,American Diabetes Association,"$108,000 ","$54,000 ","$54,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 4: Short-List (Software Sales Opportunity),50%,9/20/2024,North America,Other Services,,,Prasangika Rai
8/1/2024,3.08E+11,BUREAU VERITAS  - CLM-SRM,Bureau Veritas SA,"$68,400 ","$32,400 ","$36,000 ",Upsell,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),70%,9/30/2024,Europe,Other Services,,,Bernard Remacle
8/1/2024,3.08E+11,Signify_eInvoicing,Signify NV,"$30,000 ","$15,000 ","$15,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,8/30/2024,Europe,Automotive and Industrial,,,Jonathan Kinghan
8/1/2024,3.08E+11,Masco Quantum,Masco Corporation,"$36,000 ","$36,000 ",$0 ,Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 6: Finalizing Contract (Software Sales Opportunity),90%,9/30/2024,North America,Chemicals/Oil/Gas/Resources,,,Mayur Jain
8/1/2024,3.08E+11,Topsoe_Spend upsell,Haldor Topsoe Holding A/S,"$4,500 ","$4,500 ",$0 ,Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),30%,10/30/2024,Europe,BFSI,,,Stephan Hesselgren
8/1/2024,3.08E+11,Liberty_reports upsell,Liberty Global Content Netherlands B.V.,"$100,800 ","$24,300 ","$76,500 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,8/9/2024,Europe,Telecom/Media/Tech,,,Mayur Jain
8/1/2024,3.08E+11,Brompton Bicycle_MidEnt_2024,Brompton Bicycle Ltd,"$30,000 ","$15,000 ","$15,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/8/2024,Europe,Automotive and Industrial,,,Sourabh Sharma
8/1/2024,3.08E+11,Gaviota_MidEnt_Sourcing,Gaviota Simbac SL,"$102,000 ","$36,000 ","$66,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,9/20/2024,Europe,Other Services,,,Manas Kasliwal
8/1/2024,3.08E+11,Grupo_Bimbo_HUB_Sourcing_20_users,"Grupo Bimbo, S.A.B. de C.V.","$1,225 ","$1,225 ",$0 ,Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,9/27/2024,LATAM,CPG & Retail,,,Luis Patino
8/1/2024,3.08E+11,RFI for Software,Google Inc.,$0 ,$0 ,$0 ,Cross Sell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),15%,8/14/2024,North America,Telecom/Media/Tech,,,Todd Bremer
8/1/2024,3.08E+11,Textron ESG Stage II Opp,Textron Inc.,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,8/14/2024,North America,Automotive and Industrial,,,Aavni Piparsania
8/1/2024,3.08E+11,REV Group-Cost Drivers Tool,Rev Group Inc,$0 ,$0 ,$0 ,Cross Sell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,8/14/2024,North America,Automotive and Industrial,,,Vengat N
8/1/2024,3.08E+11,Viatris_Company Code CR_Upsell 2024,Mylan Inc.,"$88,200 ",$0 ,"$88,200 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,8/9/2024,North America,Life Sciences,,,Mayur Jain
8/1/2024,3.08E+11,Hellenic Bank_New CR_ 2 Months,Hellenic Bank Public Company Ltd,"$45,000 ",$0 ,"$45,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,8/14/2024,Europe,BFSI,,,Padmanabhan Doraisamy
8/1/2024,3.08E+11,Petronas SRM upgrades,Petronas Gas Berhad,"$2,250,000 ",$0 ,"$2,250,000 ",Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,8/14/2024,APAC,Chemicals/Oil/Gas/Resources,,,Bharath Raghavan
8/1/2024,3.08E+11,Citi – Quantum Migration,Citigroup Inc.,"$468,000 ",$0 ,"$468,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,8/30/2024,North America,BFSI,,,Krishna Prasad Jayarajan
8/1/2024,3.08E+11,CAT Direct Accenture,Caterpillar Inc.,"$540,000 ",$0 ,"$540,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,8/30/2024,North America,Automotive and Industrial,,,Krishna Prasad Jayarajan
8/1/2024,3.08E+11,Valeo -  S2C impl. holdback (10%),Valeo SA,"$203,040 ",$0 ,"$203,040 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,8/14/2024,Europe,Automotive and Industrial,,,Krishna Prasad Jayarajan
8/1/2024,3.08E+11,Keyera Implementation,Keyera Corporation,"$330,000 ",$0 ,"$330,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),15%,9/6/2024,North America,Chemicals/Oil/Gas/Resources,,,Karson Keogh
8/1/2024,3.08E+11,Kellogg_S4 Hana_Company Code_Upsell_2024,Kellogg Company,"$304,500 ",$0 ,"$304,500 ",Upsell,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),70%,8/31/2024,North America,CPG & Retail,,,Mayur Jain
8/1/2024,3.08E+11,Bekaert_GR Inbound_Upsell_2024,NV Bekaert SA,"$9,000 ",$0 ,"$9,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,8/15/2024,Europe,Automotive and Industrial,,,Mayur Jain
8/1/2024,3.08E+11,AltaGas_IMP Fees,AltaGas Ltd,"$163,500 ",$0 ,"$163,500 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,8/16/2024,North America,Chemicals/Oil/Gas/Resources,,,Jack Keogh
8/1/2024,3.08E+11,Signify_Packaging and Artwork,Signify NV,$0 ,$0 ,$0 ,Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,8/30/2024,Europe,Automotive and Industrial,,,Jonathan Kinghan
8/1/2024,3.08E+11,Ecolab Quantum Upgrade,Ecolab Inc,"$360,000 ",$0 ,"$360,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/30/2024,North America,Chemicals/Oil/Gas/Resources,,,Mayur Jain
8/1/2024,3.08E+11,Johnson Controls_Taxonomy Update_Upsell_2024,"Johnson Controls, Inc.","$1,265 ",$0 ,"$1,265 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,8/31/2024,North America,Automotive and Industrial,,,Mayur Jain
8/1/2024,3.08E+11,Honda North America-P2P Software,"Honda of America Mfg., Inc.",$0 ,$0 ,$0 ,Upsell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),15%,8/31/2024,North America,Automotive and Industrial,,,Vengat N
8/1/2024,3.08E+11,COP_Premium Support Variable Upside,ConocoPhillips,"$560,000 ",$0 ,"$560,000 ",Upsell,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),70%,9/30/2024,North America,Chemicals/Oil/Gas/Resources,,,Prasad Sawant
8/1/2024,3.08E+11,Bekaert_Invoice Inbound_Upsell_2024,NV Bekaert SA,"$9,000 ",$0 ,"$9,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,9/30/2024,North America,Automotive and Industrial,,,Mayur Jain
8/1/2024,3.08E+11,Bekaert_Data Lake_Upsell_2024,NV Bekaert SA,"$18,000 ",$0 ,"$18,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,9/30/2024,Europe,Automotive and Industrial,,,Mayur Jain
8/1/2024,3.08E+11,Roche NEXXE H2 2024,Roche Holding AG,"$1,350,000 ",$0 ,"$1,350,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,10/1/2024,Europe,Life Sciences,,,Krishna Prasad Jayarajan
8/1/2024,3.08E+11,ESI_Project Module_Upsell,Eversheds Sutherland (International) LLP,"$15,000 ",$0 ,"$15,000 ",Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/30/2024,Europe,Other Services,,,Bharath Raghavan
8/1/2024,3.08E+11,7-11_ P2P IMP Fees,"7-Eleven, Inc.","$900,000 ",$0 ,"$900,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,12/1/2024,North America,CPG & Retail,,,Jack Keogh
8/1/2024,3.08E+11,VALEO - AP AUTOMATION,Valeo SA,"$90,000 ","$75,000 ","$15,000 ",Cross Sell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,12/20/2024,Europe,Automotive and Industrial,,,Bernard Remacle
8/1/2024,3.08E+11,Kiewit Project Upsell,Kiewit Corporation,"$36,000 ",$0 ,"$36,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,8/9/2024,North America,Other Services,,,Mayur Jain
8/1/2024,3.08E+11,Sembcorp | Change Request,"Sembcorp (China) Holding Co., Ltd.","$24,000 ",$0 ,"$24,000 ",Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,8/30/2024,APAC,Other Services,,,Muralidhar Narayana
8/1/2024,3.08E+11,DFI | SEA Implementation / rollout,DFI Retail Group Holdings Ltd,"$105,300 ",$0 ,"$105,300 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,8/30/2024,APAC,CPG & Retail,,,Muralidhar Narayana
8/1/2024,3.08E+11,Ecolab - OCR License Fees,Ecolab Inc,"$12,750 ","$12,750 ",$0 ,Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,9/30/2024,North America,Chemicals/Oil/Gas/Resources,,,Mayur Jain
